Date,TeamA,TeamB,ScoreA,ScoreB,Sex,TournamentName,year,Venue,WinningTeam
2022/11/14,Hungary,Sweden,25,30,W,EuropeanChampionship,2022,Slovenia,Sweden
2022/11/16,Hungary,Slovenia,29,25,W,EuropeanChampionship,2022,Slovenia,Hungary
2022/11/16,Croatia,Sweden,27,31,W,EuropeanChampionship,2022,Slovenia,Sweden
2022/11/16,Norway,Denmark,29,31,W,EuropeanChampionship,2022,Slovenia,Denmark
2022/11/11,Netherlands,Germany,28,36,W,EuropeanChampionship,2022,Slovenia,Germany
2022/11/11,Romania,Spain,28,27,W,EuropeanChampionship,2022,Slovenia,Romania
2022/11/13,Netherlands,Spain,29,29,W,EuropeanChampionship,2022,Slovenia,Draw
2022/11/13,France,Montenegro,27,19,W,EuropeanChampionship,2022,Slovenia,France
2022/11/15,Romania,Montenegro,34,35,W,EuropeanChampionship,2022,Slovenia,Montenegro
2022/11/15,France,Germany,29,21,W,EuropeanChampionship,2022,Slovenia,France
2022/11/16,Romania,Germany,28,32,W,EuropeanChampionship,2022,Slovenia,Germany
2022/11/16,Netherlands,Montenegro,42,25,W,EuropeanChampionship,2022,Slovenia,Netherlands
2022/11/16,France,Spain,36,23,W,EuropeanChampionship,2022,Slovenia,France
2022/11/18,Sweden,Netherlands,37,32,W,EuropeanChampionship,2022,Slovenia,Sweden
2022/11/18,Denmark,Montenegro,27,23,W,EuropeanChampionship,2022,Slovenia,Denmark
2022/11/18,Norway,France,28,20,W,EuropeanChampionship,2022,Slovenia,Norway
2022/11/20,Montenegro,France,27,25,W,EuropeanChampionship,2022,Slovenia,Montenegro
2022/11/20,Denmark,Norway,25,27,W,EuropeanChampionship,2022,Slovenia,Norway
2015/03/30,United States,Greenland,26,26,W,NorCaChampionship,2015,Puerto Rico,Draw
2015/03/30,Mexico,Martinique,33,25,W,NorCaChampionship,2015,Puerto Rico,Mexico
2015/03/30,Puerto Rico,Cuba,15,52,W,NorCaChampionship,2015,Puerto Rico,Cuba
2015/03/31,Greenland,Mexico,20,20,W,NorCaChampionship,2015,Puerto Rico,Draw
2015/03/31,Cuba,United States,35,15,W,NorCaChampionship,2015,Puerto Rico,Cuba
2015/03/31,Martinique,Puerto Rico,24,24,W,NorCaChampionship,2015,Puerto Rico,Draw
2015/04/01,Cuba,Martinique,33,17,W,NorCaChampionship,2015,Puerto Rico,Cuba
2015/04/01,Mexico,United States,31,26,W,NorCaChampionship,2015,Puerto Rico,Mexico
2015/04/01,Greenland,Puerto Rico,27,26,W,NorCaChampionship,2015,Puerto Rico,Greenland
2015/04/02,Cuba,Mexico,29,19,W,NorCaChampionship,2015,Puerto Rico,Cuba
2015/04/02,Martinique,Greenland,19,22,W,NorCaChampionship,2015,Puerto Rico,Greenland
2015/04/02,Puerto Rico,United States,29,33,W,NorCaChampionship,2015,Puerto Rico,United States
2015/04/04,Greenland,Cuba,24,32,W,NorCaChampionship,2015,Puerto Rico,Cuba
2015/04/04,United States,Martinique,24,21,W,NorCaChampionship,2015,Puerto Rico,United States
2015/04/04,Mexico,Puerto Rico,28,26,W,NorCaChampionship,2015,Puerto Rico,Mexico
2015/04/05,Martinique,Puerto Rico,18,27,W,NorCaChampionship,2015,Puerto Rico,Puerto Rico
2015/04/05,Greenland,United States,23,27,W,NorCaChampionship,2015,Puerto Rico,United States
2015/04/05,Cuba,Mexico,34,25,W,NorCaChampionship,2015,Puerto Rico,Cuba
2017/03/30,Greenland,Dominican Republic,22,25,W,NorCaChampionship,2017,Puerto Rico,Dominican Republic
2017/03/30,Puerto Rico,United States,26,28,W,NorCaChampionship,2017,Puerto Rico,United States
2017/03/31,United States,Greenland,25,23,W,NorCaChampionship,2017,Puerto Rico,United States
2017/03/31,Dominican Republic,Puerto Rico,23,23,W,NorCaChampionship,2017,Puerto Rico,Draw
2017/04/01,United States,Dominican Republic,26,13,W,NorCaChampionship,2017,Puerto Rico,United States
2017/04/01,Puerto Rico,Greenland,32,27,W,NorCaChampionship,2017,Puerto Rico,Puerto Rico
2017/04/02,United States,Greenland,20,18,W,NorCaChampionship,2017,Puerto Rico,United States
2017/04/02,Puerto Rico,Dominican Republic,32,23,W,NorCaChampionship,2017,Puerto Rico,Puerto Rico
2017/04/03,Greenland,Dominican Republic,27,32,W,NorCaChampionship,2017,Puerto Rico,Dominican Republic
2017/04/03,United States,Puerto Rico,27,28,W,NorCaChampionship,2017,Puerto Rico,Puerto Rico
2019/05/28,Dominican Republic,Mexico,38,34,W,NorCaChampionship,2019,Mexico,Dominican Republic
2019/05/29,Puerto Rico,Mexico,36,34,W,NorCaChampionship,2019,Mexico,Puerto Rico
2019/05/30,Dominican Republic,Puerto Rico,18,23,W,NorCaChampionship,2019,Mexico,Puerto Rico
2019/05/28,United States,Greenland,22,22,W,NorCaChampionship,2019,Mexico,Draw
2019/05/28,Cuba,Canada,30,17,W,NorCaChampionship,2019,Mexico,Cuba
2019/05/29,Canada,United States,21,42,W,NorCaChampionship,2019,Mexico,United States
2019/05/29,Greenland,Cuba,17,25,W,NorCaChampionship,2019,Mexico,Cuba
2019/05/30,Canada,Greenland,21,45,W,NorCaChampionship,2019,Mexico,Greenland
2019/05/30,United States,Cuba,21,27,W,NorCaChampionship,2019,Mexico,Cuba
2019/06/01,Mexico,Canada,30,24,W,NorCaChampionship,2019,Mexico,Mexico
2019/06/02,United States,Mexico,33,27,W,NorCaChampionship,2019,Mexico,United States
2019/06/01,Puerto Rico,Greenland,29,25,W,NorCaChampionship,2019,Mexico,Puerto Rico
2019/06/01,Cuba,Dominican Republic,30,23,W,NorCaChampionship,2019,Mexico,Cuba
2019/06/02,Greenland,Dominican Republic,22,20,W,NorCaChampionship,2019,Mexico,Greenland
2019/06/02,Puerto Rico,Cuba,24,27,W,NorCaChampionship,2019,Mexico,Cuba
2021/08/22,Puerto Rico,United States,28,20,W,NorCaChampionship,2021,United States,Puerto Rico
2021/08/22,Greenland,Mexico,33,27,W,NorCaChampionship,2021,United States,Greenland
2021/08/23,Mexico,Puerto Rico,24,29,W,NorCaChampionship,2021,United States,Puerto Rico
2021/08/23,United States,Greenland,18,28,W,NorCaChampionship,2021,United States,Greenland
2021/08/24,Greenland,Puerto Rico,26,23,W,NorCaChampionship,2021,United States,Greenland
2021/08/24,United States,Mexico,21,25,W,NorCaChampionship,2021,United States,Mexico
2021/08/25,Mexico,United States,28,14,W,NorCaChampionship,2021,United States,Mexico
2021/08/25,Greenland,Puerto Rico,24,34,W,NorCaChampionship,2021,United States,Puerto Rico
2023/06/05,Cuba,Mexico,26,32,W,NorCaChampionship,2023,Greenland,Mexico
2023/06/05,Greenland,Canada,30,19,W,NorCaChampionship,2023,Greenland,Greenland
2023/06/06,Canada,United States,26,11,W,NorCaChampionship,2023,Greenland,Canada
2023/06/06,Cuba,Greenland,19,25,W,NorCaChampionship,2023,Greenland,Greenland
2023/06/07,Mexico,Canada,25,32,W,NorCaChampionship,2023,Greenland,Canada
2023/06/07,Greenland,United States,27,12,W,NorCaChampionship,2023,Greenland,Greenland
2023/06/09,United States,Mexico,22,30,W,NorCaChampionship,2023,Greenland,Mexico
2023/06/09,Canada,Cuba,27,24,W,NorCaChampionship,2023,Greenland,Canada
2023/06/10,United States,Cuba,12,36,W,NorCaChampionship,2023,Greenland,Cuba
2023/06/10,Mexico,Greenland,22,24,W,NorCaChampionship,2023,Greenland,Greenland
2023/06/11,Mexico,Cuba,29,27,W,NorCaChampionship,2023,Greenland,Mexico
2023/06/11,Greenland,Canada,17,15,W,NorCaChampionship,2023,Greenland,Greenland
2019/09/26,Angola,DR Congo,29,21,W,OlympicAfricanQualification,2019,Senegal,Angola
2019/09/27,DR Congo,Senegal,18,29,W,OlympicAfricanQualification,2019,Senegal,Senegal
2019/09/29,Senegal,Angola,14,22,W,OlympicAfricanQualification,2019,Senegal,Angola
2023/10/11,Cameroon,Congo,21,21,W,OlympicAfricanQualification,2024,Angola,Draw
2023/10/11,Angola,Senegal,22,21,W,OlympicAfricanQualification,2024,Angola,Angola
2023/10/12,Cameroon,Senegal,17,15,W,OlympicAfricanQualification,2024,Angola,Cameroon
2023/10/12,Congo,Angola,15,30,W,OlympicAfricanQualification,2024,Angola,Angola
2023/10/14,Senegal,Congo,27,22,W,OlympicAfricanQualification,2024,Angola,Senegal
2023/10/14,Angola,Cameroon,27,21,W,OlympicAfricanQualification,2024,Angola,Angola
2019/09/23,Kazakhstan,Hong Kong,30,16,W,OlympicAsianQualificationEvent,2019,China,Kazakhstan
2019/09/23,South Korea,North Korea,39,21,W,OlympicAsianQualificationEvent,2019,China,South Korea
2019/09/23,China,Thailand,36,17,W,OlympicAsianQualificationEvent,2019,China,China
2019/09/24,South Korea,Kazakhstan,29,25,W,OlympicAsianQualificationEvent,2019,China,South Korea
2019/09/24,Hong Kong,Thailand,33,22,W,OlympicAsianQualificationEvent,2019,China,Hong Kong
2019/09/24,North Korea,China,25,22,W,OlympicAsianQualificationEvent,2019,China,North Korea
2019/09/26,Thailand,South Korea,14,40,W,OlympicAsianQualificationEvent,2019,China,South Korea
2019/09/26,Kazakhstan,North Korea,24,22,W,OlympicAsianQualificationEvent,2019,China,Kazakhstan
2019/09/26,China,Hong Kong,34,10,W,OlympicAsianQualificationEvent,2019,China,China
2019/09/27,North Korea,Thailand,36,16,W,OlympicAsianQualificationEvent,2019,China,North Korea
2019/09/27,Hong Kong,South Korea,13,41,W,OlympicAsianQualificationEvent,2019,China,South Korea
2019/09/27,Kazakhstan,China,19,26,W,OlympicAsianQualificationEvent,2019,China,China
2019/09/29,Thailand,Kazakhstan,17,35,W,OlympicAsianQualificationEvent,2019,China,Kazakhstan
2019/09/29,Hong Kong,North Korea,14,38,W,OlympicAsianQualificationEvent,2019,China,North Korea
2019/09/29,China,South Korea,20,32,W,OlympicAsianQualificationEvent,2019,China,South Korea
2023/08/17,China,Kazakhstan,33,26,W,OlympicAsianQualificationEvent,2024,Japan,China
2023/08/17,South Korea,India,53,14,W,OlympicAsianQualificationEvent,2024,Japan,South Korea
2023/08/18,India,Japan,17,54,W,OlympicAsianQualificationEvent,2024,Japan,Japan
2023/08/18,South Korea,China,33,20,W,OlympicAsianQualificationEvent,2024,Japan,South Korea
2023/08/20,Japan,Kazakhstan,50,28,W,OlympicAsianQualificationEvent,2024,Japan,Japan
2023/08/20,China,India,30,24,W,OlympicAsianQualificationEvent,2024,Japan,China
2023/08/21,China,Japan,18,35,W,OlympicAsianQualificationEvent,2024,Japan,Japan
2023/08/21,Kazakhstan,South Korea,24,45,W,OlympicAsianQualificationEvent,2024,Japan,South Korea
2023/08/23,Kazakhstan,India,34,26,W,OlympicAsianQualificationEvent,2024,Japan,Kazakhstan
2023/08/23,Japan,South Korea,24,25,W,OlympicAsianQualificationEvent,2024,Japan,South Korea
2012/05/25,Montenegro,Japan,30,24,W,OlympicQ,2012,France,Montenegro
2012/05/25,France,Romania,24,19,W,OlympicQ,2012,France,France
2012/05/26,Romania,Montenegro,23,34,W,OlympicQ,2012,France,Montenegro
2012/05/26,Japan,France,17,30,W,OlympicQ,2012,France,France
2012/05/27,Romania,Japan,28,26,W,OlympicQ,2012,France,Romania
2012/05/27,France,Montenegro,20,22,W,OlympicQ,2012,France,Montenegro
2012/05/25,Croatia,Netherlands,28,29,W,OlympicQ,2012,Spain,Netherlands
2012/05/25,Spain,Argentina,31,15,W,OlympicQ,2012,Spain,Spain
2012/05/26,Argentina,Croatia,21,31,W,OlympicQ,2012,Spain,Croatia
2012/05/26,Netherlands,Spain,24,28,W,OlympicQ,2012,Spain,Spain
2012/05/27,Argentina,Netherlands,21,30,W,OlympicQ,2012,Spain,Netherlands
2012/05/27,Spain,Croatia,22,23,W,OlympicQ,2012,Spain,Croatia
2012/05/25,Russia,Dominican Republic,41,17,W,OlympicQ,2012,Denmark,Russia
2012/05/25,Denmark,Tunisia,28,24,W,OlympicQ,2012,Denmark,Denmark
2012/05/26,Tunisia,Russia,20,33,W,OlympicQ,2012,Denmark,Russia
2012/05/26,Dominican Republic,Denmark,21,38,W,OlympicQ,2012,Denmark,Denmark
2012/05/27,Tunisia,Dominican Republic,29,20,W,OlympicQ,2012,Denmark,Tunisia
2012/05/27,Denmark,Russia,20,27,W,OlympicQ,2012,Denmark,Russia
2015/10/20,Kazakhstan,China,18,28,W,OlympicQ,2016,Japan,China
2015/10/20,Japan,Uzbekistan,51,17,W,OlympicQ,2016,Japan,Japan
2015/10/21,South Korea,Kazakhstan,35,24,W,OlympicQ,2016,Japan,South Korea
2015/10/21,China,Japan,19,29,W,OlympicQ,2016,Japan,Japan
2015/10/22,China,South Korea,22,34,W,OlympicQ,2016,Japan,South Korea
2015/10/22,Uzbekistan,Kazakhstan,27,38,W,OlympicQ,2016,Japan,Kazakhstan
2015/10/24,Japan,Kazakhstan,24,23,W,OlympicQ,2016,Japan,Japan
2015/10/24,Uzbekistan,South Korea,15,56,W,OlympicQ,2016,Japan,South Korea
2015/10/25,Uzbekistan,China,21,37,W,OlympicQ,2016,Japan,China
2015/10/25,South Korea,Japan,35,21,W,OlympicQ,2016,Japan,South Korea
2015/03/19,Angola,Senegal,38,21,W,OlympicQ,2016,Angola,Angola
2015/03/19,Tunisia,DR Congo,26,21,W,OlympicQ,2016,Angola,Tunisia
2015/03/20,Senegal,Tunisia,19,25,W,OlympicQ,2016,Angola,Tunisia
2015/03/20,Angola,DR Congo,36,28,W,OlympicQ,2016,Angola,Angola
2015/03/21,DR Congo,Senegal,22,25,W,OlympicQ,2016,Angola,Senegal
2015/03/21,Angola,Tunisia,26,23,W,OlympicQ,2016,Angola,Angola
2016/03/18,Japan,Tunisia,37,20,W,OlympicQ,2016,France,Japan
2016/03/18,Netherlands,France,24,17,W,OlympicQ,2016,France,Netherlands
2016/03/19,Netherlands,Japan,33,25,W,OlympicQ,2016,France,Netherlands
2016/03/19,France,Tunisia,33,15,W,OlympicQ,2016,France,France
2016/03/20,Tunisia,Netherlands,20,46,W,OlympicQ,2016,France,Netherlands
2016/03/20,France,Japan,25,17,W,OlympicQ,2016,France,France
2016/03/18,Uruguay,Montenegro,19,34,W,OlympicQ,2016,Denmark,Montenegro
2016/03/18,Romania,Denmark,32,25,W,OlympicQ,2016,Denmark,Romania
2016/03/19,Romania,Uruguay,36,19,W,OlympicQ,2016,Denmark,Romania
2016/03/19,Denmark,Montenegro,22,26,W,OlympicQ,2016,Denmark,Montenegro
2016/03/20,Montenegro,Romania,23,23,W,OlympicQ,2016,Denmark,Draw
2016/03/20,Denmark,Uruguay,38,17,W,OlympicQ,2016,Denmark,Denmark
2016/03/18,Poland,Russia,25,27,W,OlympicQ,2016,Russia,Russia
2016/03/18,Sweden,Mexico,41,20,W,OlympicQ,2016,Russia,Sweden
2016/03/19,Poland,Sweden,24,30,W,OlympicQ,2016,Russia,Sweden
2016/03/19,Russia,Mexico,37,17,W,OlympicQ,2016,Russia,Russia
2016/03/20,Russia,Sweden,37,29,W,OlympicQ,2016,Russia,Russia
2016/03/20,Mexico,Poland,14,36,W,OlympicQ,2016,Russia,Poland
2021/03/19,Spain,Sweden,28,28,W,OlympicQ,2021,Spain,Draw
2021/03/20,Sweden,Argentina,34,21,W,OlympicQ,2021,Spain,Sweden
2021/03/21,Argentina,Spain,16,31,W,OlympicQ,2021,Spain,Spain
2021/03/19,Kazakhstan,Hungary,19,46,W,OlympicQ,2021,Hungary,Hungary
2021/03/19,Russia,Serbia,29,24,W,OlympicQ,2021,Hungary,Russia
2021/03/20,Serbia,Hungary,23,31,W,OlympicQ,2021,Hungary,Hungary
2021/03/20,Russia,Kazakhstan,33,26,W,OlympicQ,2021,Hungary,Russia
2021/03/21,Serbia,Kazakhstan,42,30,W,OlympicQ,2021,Hungary,Serbia
2021/03/21,Hungary,Russia,23,29,W,OlympicQ,2021,Hungary,Russia
2021/03/19,Norway,Montenegro,23,28,W,OlympicQ,2021,Montenegro,Montenegro
2021/03/20,Norway,Romania,29,24,W,OlympicQ,2021,Montenegro,Norway
2021/03/21,Montenegro,Romania,25,28,W,OlympicQ,2021,Montenegro,Romania
2024/04/11,Hungary,Great Britain,49,11,W,OlympicQ,2024,Hungary,Hungary
2024/04/11,Sweden,Japan,35,28,W,OlympicQ,2024,Hungary,Sweden
2024/04/12,Sweden,Hungary,25,28,W,OlympicQ,2024,Hungary,Hungary
2024/04/12,Japan,Great Britain,43,16,W,OlympicQ,2024,Hungary,Japan
2024/04/14,Great Britain,Sweden,8,52,W,OlympicQ,2024,Hungary,Sweden
2024/04/14,Hungary,Japan,37,28,W,OlympicQ,2024,Hungary,Hungary
2024/04/11,Czech Republic,Spain,21,31,W,OlympicQ,2024,Spain,Spain
2024/04/11,Netherlands,Argentina,34,22,W,OlympicQ,2024,Spain,Netherlands
2024/04/12,Netherlands,Czech Republic,32,18,W,OlympicQ,2024,Spain,Netherlands
2024/04/12,Argentina,Spain,23,26,W,OlympicQ,2024,Spain,Spain
2024/04/14,Czech Republic,Argentina,41,33,W,OlympicQ,2024,Spain,Czech Republic
2024/04/14,Spain,Netherlands,26,27,W,OlympicQ,2024,Spain,Netherlands
2024/04/11,Germany,Slovenia,31,25,W,OlympicQ,2024,Germany,Germany
2024/04/11,Montenegro,Paraguay,30,25,W,OlympicQ,2024,Germany,Montenegro
2024/04/13,Germany,Montenegro,28,24,W,OlympicQ,2024,Germany,Germany
2024/04/13,Slovenia,Paraguay,32,14,W,OlympicQ,2024,Germany,Slovenia
2024/04/14,Paraguay,Germany,20,37,W,OlympicQ,2024,Germany,Germany
2024/04/14,Montenegro,Slovenia,26,30,W,OlympicQ,2024,Germany,Slovenia
2000/09/17,Hungary,Angola,42,22,W,Olympic,2000,Australia,Hungary
2000/09/17,South Korea,France,25,18,W,Olympic,2000,Australia,South Korea
2000/09/19,France,Hungary,22,23,W,Olympic,2000,Australia,Hungary
2000/09/19,Romania,South Korea,25,34,W,Olympic,2000,Australia,South Korea
2000/09/21,Angola,Romania,25,35,W,Olympic,2000,Australia,Romania
2000/09/21,Hungary,South Korea,33,41,W,Olympic,2000,Australia,South Korea
2000/09/23,Angola,France,27,29,W,Olympic,2000,Australia,France
2000/09/23,Romania,Hungary,21,21,W,Olympic,2000,Australia,Draw
2000/09/25,South Korea,Angola,31,24,W,Olympic,2000,Australia,South Korea
2000/09/25,France,Romania,21,18,W,Olympic,2000,Australia,France
2000/09/17,Denmark,Norway,17,19,W,Olympic,2000,Australia,Norway
2000/09/17,Australia,Brazil,19,32,W,Olympic,2000,Australia,Brazil
2000/09/19,Norway,Australia,28,18,W,Olympic,2000,Australia,Norway
2000/09/19,Austria,Denmark,26,30,W,Olympic,2000,Australia,Denmark
2000/09/21,Brazil,Austria,26,45,W,Olympic,2000,Australia,Austria
2000/09/21,Australia,Denmark,12,38,W,Olympic,2000,Australia,Denmark
2000/09/23,Brazil,Norway,16,30,W,Olympic,2000,Australia,Norway
2000/09/23,Austria,Australia,39,10,W,Olympic,2000,Australia,Austria
2000/09/25,Denmark,Brazil,39,26,W,Olympic,2000,Australia,Denmark
2000/09/25,Norway,Austria,24,21,W,Olympic,2000,Australia,Norway
2000/09/28,South Korea,Brazil,35,24,W,Olympic,2000,Australia,South Korea
2000/09/28,Austria,Hungary,27,28,W,Olympic,2000,Australia,Hungary
2000/09/28,France,Denmark,26,28,W,Olympic,2000,Australia,Denmark
2000/09/28,Norway,Romania,28,16,W,Olympic,2000,Australia,Norway
2000/09/30,Brazil,France,23,32,W,Olympic,2000,Australia,France
2000/09/30,Austria,Romania,29,23,W,Olympic,2000,Australia,Austria
2000/09/29,South Korea,Denmark,29,31,W,Olympic,2000,Australia,Denmark
2000/09/29,Hungary,Norway,28,23,W,Olympic,2000,Australia,Hungary
2000/09/28,Angola,Australia,26,18,W,Olympic,2000,Australia,Angola
2000/10/01,Brazil,Romania,33,38,W,Olympic,2000,Australia,Romania
2000/10/01,France,Austria,32,33,W,Olympic,2000,Australia,Austria
2000/10/01,South Korea,Norway,21,22,W,Olympic,2000,Australia,Norway
2000/10/01,Denmark,Hungary,31,27,W,Olympic,2000,Australia,Denmark
2004/08/15,China,Hungary,24,28,W,Olympic,2004,Greece,Hungary
2004/08/15,Greece,Brazil,21,29,W,Olympic,2004,Greece,Brazil
2004/08/17,Ukraine,China,26,21,W,Olympic,2004,Greece,Ukraine
2004/08/17,Hungary,Greece,33,20,W,Olympic,2004,Greece,Hungary
2004/08/19,Greece,China,13,33,W,Olympic,2004,Greece,China
2004/08/19,Brazil,Ukraine,19,21,W,Olympic,2004,Greece,Ukraine
2004/08/21,Ukraine,Greece,29,20,W,Olympic,2004,Greece,Ukraine
2004/08/21,Brazil,Hungary,26,35,W,Olympic,2004,Greece,Hungary
2004/08/23,China,Brazil,28,23,W,Olympic,2004,Greece,China
2004/08/23,Hungary,Ukraine,22,23,W,Olympic,2004,Greece,Ukraine
2004/08/15,Spain,Angola,24,24,W,Olympic,2004,Greece,Draw
2004/08/15,Denmark,France,35,26,W,Olympic,2004,Greece,Denmark
2004/08/17,South Korea,Denmark,29,29,W,Olympic,2004,Greece,Draw
2004/08/17,France,Spain,27,20,W,Olympic,2004,Greece,France
2004/08/19,Angola,South Korea,30,40,W,Olympic,2004,Greece,South Korea
2004/08/19,Spain,Denmark,21,23,W,Olympic,2004,Greece,Denmark
2004/08/21,Angola,France,21,29,W,Olympic,2004,Greece,France
2004/08/21,South Korea,Spain,36,21,W,Olympic,2004,Greece,South Korea
2004/08/23,France,South Korea,23,30,W,Olympic,2004,Greece,South Korea
2004/08/23,Denmark,Angola,38,22,W,Olympic,2004,Greece,Denmark
2004/08/26,Ukraine,Spain,25,23,W,Olympic,2004,Greece,Ukraine
2004/08/26,France,Hungary,25,23,W,Olympic,2004,Greece,France
2004/08/26,South Korea,Brazil,26,24,W,Olympic,2004,Greece,South Korea
2004/08/26,China,Denmark,28,32,W,Olympic,2004,Greece,Denmark
2004/08/28,Spain,China,27,23,W,Olympic,2004,Greece,Spain
2004/08/28,Hungary,Brazil,36,31,W,Olympic,2004,Greece,Hungary
2004/08/27,France,South Korea,31,32,W,Olympic,2004,Greece,South Korea
2004/08/27,Ukraine,Denmark,20,29,W,Olympic,2004,Greece,Denmark
2004/08/26,Greece,Angola,23,38,W,Olympic,2004,Greece,Angola
2004/08/29,China,Brazil,25,26,W,Olympic,2004,Greece,Brazil
2004/08/29,Spain,Hungary,29,38,W,Olympic,2004,Greece,Hungary
2004/08/28,Ukraine,France,21,18,W,Olympic,2004,Greece,Ukraine
2004/08/29,Denmark,South Korea,38,36,W,Olympic,2004,Greece,Denmark
2008/08/09,France,Angola,32,21,W,Olympic,2008,China,France
2008/08/09,Romania,Kazakhstan,31,19,W,Olympic,2008,China,Romania
2008/08/09,Norway,China,30,23,W,Olympic,2008,China,Norway
2008/08/11,Kazakhstan,France,18,21,W,Olympic,2008,China,France
2008/08/11,Angola,Norway,17,31,W,Olympic,2008,China,Norway
2008/08/11,China,Romania,20,34,W,Olympic,2008,China,Romania
2008/08/13,Romania,France,34,26,W,Olympic,2008,China,Romania
2008/08/13,China,Angola,32,24,W,Olympic,2008,China,China
2008/08/13,Norway,Kazakhstan,35,19,W,Olympic,2008,China,Norway
2008/08/15,Kazakhstan,China,29,26,W,Olympic,2008,China,Kazakhstan
2008/08/15,Romania,Angola,28,23,W,Olympic,2008,China,Romania
2008/08/15,France,Norway,24,34,W,Olympic,2008,China,Norway
2008/08/17,Angola,Kazakhstan,24,24,W,Olympic,2008,China,Draw
2008/08/17,Norway,Romania,24,23,W,Olympic,2008,China,Norway
2008/08/17,France,China,18,21,W,Olympic,2008,China,China
2008/08/09,Hungary,Sweden,30,24,W,Olympic,2008,China,Hungary
2008/08/09,Russia,South Korea,29,29,W,Olympic,2008,China,Draw
2008/08/09,Germany,Brazil,24,22,W,Olympic,2008,China,Germany
2008/08/11,Brazil,Hungary,28,28,W,Olympic,2008,China,Draw
2008/08/11,South Korea,Germany,30,20,W,Olympic,2008,China,South Korea
2008/08/11,Sweden,Russia,24,28,W,Olympic,2008,China,Russia
2008/08/13,Russia,Brazil,28,19,W,Olympic,2008,China,Russia
2008/08/13,South Korea,Sweden,31,23,W,Olympic,2008,China,South Korea
2008/08/13,Germany,Hungary,24,25,W,Olympic,2008,China,Hungary
2008/08/15,Brazil,South Korea,33,32,W,Olympic,2008,China,Brazil
2008/08/15,Germany,Sweden,26,27,W,Olympic,2008,China,Sweden
2008/08/15,Hungary,Russia,24,33,W,Olympic,2008,China,Russia
2008/08/17,Sweden,Brazil,25,22,W,Olympic,2008,China,Sweden
2008/08/17,Russia,Germany,30,29,W,Olympic,2008,China,Russia
2008/08/17,Hungary,South Korea,22,33,W,Olympic,2008,China,South Korea
2008/08/19,Norway,Sweden,31,24,W,Olympic,2008,China,Norway
2008/08/19,Romania,Hungary,30,34,W,Olympic,2008,China,Hungary
2008/08/19,South Korea,China,31,23,W,Olympic,2008,China,South Korea
2008/08/19,Russia,France,32,31,W,Olympic,2008,China,Russia
2008/08/21,Sweden,China,19,20,W,Olympic,2008,China,China
2008/08/21,Romania,France,34,36,W,Olympic,2008,China,France
2008/08/21,Norway,South Korea,29,28,W,Olympic,2008,China,Norway
2008/08/21,Hungary,Russia,20,22,W,Olympic,2008,China,Russia
2008/08/23,Sweden,Romania,30,34,W,Olympic,2008,China,Romania
2008/08/23,China,France,23,31,W,Olympic,2008,China,France
2008/08/23,South Korea,Hungary,33,28,W,Olympic,2008,China,South Korea
2008/08/23,Norway,Russia,34,27,W,Olympic,2008,China,Norway
2012/07/28,Russia,Angola,30,27,W,Olympic,2012,Great Britain,Russia
2012/07/28,Croatia,Brazil,23,24,W,Olympic,2012,Great Britain,Brazil
2012/07/28,Montenegro,Great Britain,31,19,W,Olympic,2012,Great Britain,Montenegro
2012/07/30,Angola,Croatia,23,28,W,Olympic,2012,Great Britain,Croatia
2012/07/30,Great Britain,Russia,16,37,W,Olympic,2012,Great Britain,Russia
2012/07/30,Brazil,Montenegro,27,25,W,Olympic,2012,Great Britain,Brazil
2012/08/01,Montenegro,Angola,30,25,W,Olympic,2012,Great Britain,Montenegro
2012/08/01,Great Britain,Brazil,17,30,W,Olympic,2012,Great Britain,Brazil
2012/08/01,Russia,Croatia,28,30,W,Olympic,2012,Great Britain,Croatia
2012/08/03,Angola,Great Britain,31,25,W,Olympic,2012,Great Britain,Angola
2012/08/03,Croatia,Montenegro,27,26,W,Olympic,2012,Great Britain,Croatia
2012/08/03,Russia,Brazil,31,27,W,Olympic,2012,Great Britain,Russia
2012/08/05,Brazil,Angola,29,26,W,Olympic,2012,Great Britain,Brazil
2012/08/05,Montenegro,Russia,25,25,W,Olympic,2012,Great Britain,Draw
2012/08/05,Croatia,Great Britain,37,14,W,Olympic,2012,Great Britain,Croatia
2012/07/28,Spain,South Korea,27,31,W,Olympic,2012,Great Britain,South Korea
2012/07/28,Denmark,Sweden,21,18,W,Olympic,2012,Great Britain,Denmark
2012/07/28,Norway,France,23,24,W,Olympic,2012,Great Britain,France
2012/07/30,South Korea,Denmark,25,24,W,Olympic,2012,Great Britain,South Korea
2012/07/30,France,Spain,18,18,W,Olympic,2012,Great Britain,Draw
2012/07/30,Sweden,Norway,21,24,W,Olympic,2012,Great Britain,Norway
2012/08/01,Norway,South Korea,27,27,W,Olympic,2012,Great Britain,Draw
2012/08/01,France,Sweden,29,17,W,Olympic,2012,Great Britain,France
2012/08/01,Spain,Denmark,24,21,W,Olympic,2012,Great Britain,Spain
2012/08/03,South Korea,France,21,24,W,Olympic,2012,Great Britain,France
2012/08/03,Spain,Sweden,25,24,W,Olympic,2012,Great Britain,Spain
2012/08/03,Denmark,Norway,23,24,W,Olympic,2012,Great Britain,Norway
